店舖名稱,店舖號,服務編號,地址,電話
全家大園華園店,018904,11120,桃園市大園區中華路61號,"03-2750697, 03-3854615"
全家大園仁德店,018736,58736,桃園市大園區和平西路100號壹樓,"03-2750632, 03-3854237"
全家大園果林店,018098,15082,桃園市大園區？林村拔子林23之83號,"03-2750692, 03-3936443"
全家大園新華航店,014339,54339,桃園市大園區航站南路1號2樓,"03-2751013, 03-3931900"
全家大園二航店,019001,59001,桃園市大園區航站南路9號5樓,03-4091583
全家大園華儲店,014016,18673,桃園市大園區航勤北路10之1號1樓,"03-2750635, 03-3834223"
全家大園田心店,017044,52638,桃園市大園區新興路85號,"03-2755102, 03-3867231"
全家大園領航店,016059,55510,桃園市大園區領航北路四段352號1樓,"03-2750932, 03-3819197"
全家蘆竹上興店,014330,14275,桃園市蘆竹區上興路267號1樓,"03-3236797, 03-3134806"
全家蘆竹興仁店,018329,19199,桃園市蘆竹區上興路190號,"03-2750667, 03-3234007"
全家蘆竹大竹店,015233,50307,桃園市蘆竹區大竹路492號,"03-2750639, 03-3237280"
全家蘆竹興福店,017703,50396,桃園市蘆竹區大竹路533號,"03-2750668, 03-3132705"
全家蘆竹中福店,016208,18617,桃園市蘆竹區中山路126號,"03-2750642, 03-3129091"
全家蘆竹中愛店,017706,50579,桃園市蘆竹區中山路18-1號1樓,"03-2750641, 03-3114647"
全家蘆竹五福店,017276,16128,桃園市蘆竹區五福村五福一路34號1樓,"03-2750643, 03-2223953"
全家蘆竹六福店,016553,14531,桃園市蘆竹區五福六路48號,"03-2750646, 03-2124152"
全家蘆竹仁愛店,018115,51218,桃園市蘆竹區仁愛路三段38號1樓,"03-2750645, 03-3216480"
全家蘆竹鼎福店,011691,51409,桃園市蘆竹區六福路163號1樓,"03-2713882, 03-3216360"
全家蘆竹文新店,018946,58946,桃園市蘆竹區文中路一段8號部份,03-3692247
全家蘆竹洛陽店,012307,15546,桃園市蘆竹區南榮村光明路一段119號121號一樓,"03-2750659, 03-3112515"
全家蘆竹吉川店,017666,53722,桃園市蘆竹區吉林路99號,"03-2750419, 03-3126604"
全家蘆竹吉林店,017598,57598,桃園市蘆竹區吉林路2號,"03-2753146, 03-3127253"
全家蘆竹南興店,018210,12994,桃園市蘆竹區南興村奉化路189號一樓,"03-3212075, 03-3216536"
全家蘆竹奉順店,016285,14415,桃園市蘆竹區奉化路106號,"03-2750650, 03-2121391"
全家蘆竹星馳店,017435,56962,桃園市蘆竹區忠孝西路169巷2號,"03-2753637, 03-3529579"
全家蘆竹長壽店,019154,50193,桃園市蘆竹區長春路67號1樓,"03-2750652, 03-3214825"
全家蘆竹坑口店,017722,57722,桃園市蘆竹區南山北路二段398之1號,"03-2753214, 03-3543954"
全家蘆竹南山店,012776,16312,"桃園市蘆竹區南山路一段75號,77號","03-2750655, 03-2121487"
全家蘆竹南竹店,017832,12266,桃園市蘆竹區南竹路一段68號1樓,"03-2750656, 03-2124691"
全家蘆竹明竹店,017410,54217,桃園市蘆竹區南竹路一段134號,"03-2751015, 03-3126044"
全家蘆竹南崁店,016712,10445,桃園市蘆竹區南崁路228號,"03-2750633, 03-3528210"
全家蘆竹南亞店,016552,52986,桃園市蘆竹區南崁路一段322號,"03-2714233, 03-3215704"
全家蘆竹南工店,017345,57345,桃園市蘆竹區南崁路二段81號1樓,"03-2751846, 03-3229538"
全家蘆竹星光店,016222,53641,桃園市蘆竹區南順六街72號,"03-2750416, 03-2124840"
全家蘆竹海湖店,017578,19275,"桃園市蘆竹區海山路二段7,9號,11號1樓","03-2750661, 03-3542342"
全家蘆竹開南店,014716,16311,桃園市蘆竹區新興街120號,"03-2750662, 03-2161494"
全家蘆竹山腳店,018233,14272,桃園市蘆竹區南山路三段278號1樓(前段),"03-2750640, 03-3244499"
